Time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gesture
27.472,3.9371967,0.70286244,1.4496553,1.2758166,0.036242638,0.9033231,str_des
27.482,6.561846,0.22591743,5.42592,1.0699549,0.45773968,0.76221323,str_des
27.492,10.245627,1.3671625,6.9119306,0.3246993,1.0563875,0.3987484,str_des
27.502,12.123668,2.602201,5.73905,0.16037656,1.040505,0.29673392,str_des
27.512,10.622481,3.201635,3.6691625,0.1597657,0.79615897,0.20327151,str_des
27.522,6.6941595,3.3944514,3.5296652,-0.015552629,0.6452753,0.08476366,str_des
27.535,3.4865437,3.2221627,4.1783576,0.053475145,0.5365412,0.048111744,str_des
27.543,1.6209059,2.8745184,0.9905982,0.08462927,0.24638028,0.038948767,str_des
27.552,-0.25685978,2.2127686,1.4627471,0.21474357,-0.07921089,0.10736567,str_des
27.562,-1.4913616,1.4939094,0.035302877,0.3509665,-0.38708696,0.1928868,str_des
27.572,-3.4838147,0.61753803,-0.33354712,0.430379,-0.5495772,0.22159746,str_des
27.582,-3.1843066,0.30450758,0.17570996,0.4108313,-0.59722465,0.22526266,str_des
27.593,-2.442768,0.28815642,0.80484223,0.33569488,-0.63448745,0.21915402,str_des
27.603,-2.024126,0.6236097,0.8809891,0.28193876,-0.59539205,0.2350365,str_des
27.612,-1.9021854,0.9581945,1.3785272,0.28254962,-0.40846726,0.30772948,str_des
27.622,-2.1195364,0.70012486,2.8877482,0.30331904,-0.12685838,0.41157657,str_des
27.637,-2.1897483,0.3923735,4.652355,0.3393601,0.30380163,0.5985013,str_des
27.642,-2.3836493,0.21858954,5.9399014,0.39433795,0.51393926,0.7371678,str_des
27.652,-2.6470995,0.047979593,6.520795,0.47313958,0.59579515,0.85384303,str_des
27.662,-2.8189363,-0.095608175,6.1430173,0.3967814,0.5847996,0.96379876,str_des
27.672,-2.7440648,-0.2657643,5.017653,0.33874923,0.5359304,1.0597045,str_des
27.682,-2.8782697,-0.5381491,3.089569,0.29293433,0.48217425,1.1036868,str_des
27.693,-2.877122,-0.67550683,2.1806958,0.32775363,0.39787486,1.1586647,str_des
27.702,-2.8918386,-0.7876126,1.6106794,0.421216,0.2848648,1.2399098,str_des
27.712,-3.3761172,-0.6464268,1.7273166,0.50368285,0.22194566,1.2857246,str_des
27.722,-3.5674949,-0.48656368,1.5631642,0.50185025,0.20239797,1.2716748,str_des
27.733,-3.0226583,-0.17316985,0.9773984,0.42671382,0.16574606,1.2124208,str_des
27.742,-2.3300033,0.4008475,0.14428926,0.35524258,0.07961407,1.0896369,str_des
27.752,-1.7783914,0.95979667,-0.64736676,0.28560394,-0.038282923,0.89171666,str_des
27.762,-1.1118255,1.7282375,-0.7866614,0.2336804,-0.082876086,0.64004016,str_des
27.772,-0.033370018,2.7807064,-0.98259854,0.24956289,-0.08898474,0.32605544,str_des
27.782,0.708498,3.4982467,-0.8456917,0.36135122,-0.1299127,0.14096326,str_des
27.792,0.72821903,3.5892031,-1.0910625,0.4126639,-0.23498154,-0.062454868,str_des
27.802,1.0375452,3.5421262,-2.782116,0.34669048,-0.42129543,-0.32512692,str_des
27.813,1.1741171,3.5265121,-5.353446,0.22329569,-0.7261172,-0.6348356,str_des
27.822,1.5772572,3.914258,-8.210374,0.17137215,-1.1537229,-0.9194988,str_des
27.832,1.7182693,4.469859,-10.164408,0.20558059,-1.5917133,-1.1106997,str_des
27.842,1.6407299,4.710593,-10.699133,0.18053512,-1.955178,-1.1522385,str_des
27.852,1.6932878,3.1602974,-9.023986,-0.0686979,-2.1262205,-1.0141829,str_des
27.862,2.5827398,0.82155955,-6.8771358,-0.40833896,-1.6754018,-0.75517607,str_des
27.872,3.8899717,-1.8613961,-3.5777574,-0.5775486,-0.7297824,-0.5254907,str_des
27.882,6.3973045,-4.042053,2.9022071,-0.44010398,-0.13052358,-0.4625716,str_des
27.892,9.486859,-4.270975,5.9766793,-0.23179892,0.070451096,-0.4534086,str_des
27.902,11.031142,-4.5367265,5.092451,-0.20125566,0.13947886,-0.43874785,str_des
27.912,11.136955,-4.792998,2.8709996,-0.22630113,0.44246805,-0.30802268,str_des
27.922,9.370601,-4.24535,2.3782384,-0.054648004,0.7277421,-0.051459294,str_des
27.932,4.743842,-3.2097754,4.07177,-0.014330898,0.77905476,0.0804876,str_des
27.943,1.3580351,-2.7010643,2.9902792,-0.070530504,0.61045593,0.21304536,str_des
27.952,-0.94822025,-1.8418118,2.135451,-0.02043955,0.4797308,0.2545842,str_des
27.962,-3.1643376,-0.88488436,0.5663886,0.078520626,0.3092994,0.21915402,str_des
27.972,-3.9707751,0.6005688,1.2608523,0.095013976,-0.05294369,0.11897211,str_des
27.982,-4.090527,1.206073,0.54124236,-0.026548203,-0.5300295,-0.01725084,str_des
27.992,-3.5442266,1.1287366,-1.3712724,-0.19636874,-0.86356187,-0.13636957,str_des
28.002,-2.61444,0.16300622,-3.1269038,-0.31182227,-0.9478613,-0.20661907,str_des
28.013,-1.9106388,-0.9515753,-2.6697211,-0.3411438,-0.86111844,-0.21456032,str_des
28.023,-1.5891376,-1.5751942,-0.9131316,-0.31609833,-0.6729719,-0.23655148,str_des
28.033,-1.6882195,-1.6783504,0.9678438,-0.3185418,-0.41885197,-0.29030758,str_des
28.047,-1.5418301,-0.9872771,2.2576644,-0.3374786,-0.22032078,-0.3642223,str_des
28.052,-1.5500231,-0.17458934,2.7878845,-0.35641542,-0.14823867,-0.47356716,str_des
28.062,-1.8050165,0.44319707,2.8382466,-0.4553756,-0.08226522,-0.67820704,str_des
28.073,-1.6979103,1.1123984,2.6685996,-0.46148425,0.05334686,-0.8016018,str_des
28.083,-1.2720852,1.3555609,2.2393878,-0.39795426,0.20667402,-0.8663535,str_des
28.093,-0.7530937,1.2591081,2.4046874,-0.3429764,0.34045354,-0.8639101,str_des
28.103,-0.5276642,1.1249349,2.3682084,-0.30510277,0.48522863,-0.8119865,str_des
28.112,-1.037735,0.8152175,2.0234683,-0.19270355,0.5939626,-0.70752853,str_des
28.122,-1.6371164,0.6003972,1.3080311,-0.0424307,0.57991266,-0.60551405,str_des
28.133,-3.6752486,-0.21036476,1.8176618,0.055918604,0.44063544,-0.56825125,str_des
28.142,-4.142477,-0.43818012,1.3776071,0.06447072,0.23660643,-0.57252735,str_des
28.152,-4.0883346,-0.50817335,0.39479327,0.01804496,8.12E-04,-0.58902067,str_des
28.162,-3.7211118,-0.958893,-0.6900675,-0.050982814,-0.20871434,-0.5645861,str_des
28.172,-3.1408854,-1.5736674,-1.9393282,-0.121232316,-0.3724262,-0.4534086,str_des
28.182,-2.7073588,-2.221394,-3.351398,-0.25562266,-0.41029984,-0.29885972,str_des
28.192,-2.3717756,-2.5282784,-4.5397396,-0.38940215,-0.2899594,-0.12598486,str_des
28.202,-2.0980234,-2.0263195,-5.2747564,-0.37718484,-0.13602136,0.034672707,str_des
28.212,-2.071154,-1.2621366,-5.063269,-0.22324681,-0.11891714,0.09881356,str_des
28.222,-1.995718,-0.3415636,-4.8006897,-0.023493877,-0.1971079,0.18799987,str_des
28.232,-2.0233107,0.45187226,-4.6216216,0.20252627,-0.34188294,0.314449,str_des
28.242,-2.2195482,0.8333175,-4.7010446,0.45359188,-0.5843965,0.44761762,str_des
28.252,-2.1768818,0.7483736,-4.698778,0.724816,-0.8568424,0.51175845,str_des
28.263,-1.2756348,0.3466308,-4.374511,0.99970543,-0.9961196,0.44945022,str_des
28.273,1.1191988,-0.2297741,-2.6301022,1.1444805,-0.89044,0.282684,str_des
28.282,4.761386,-0.8558847,0.9178438,1.1212676,-0.3284439,0.033450976,str_des
28.292,8.537505,-0.9548565,4.1563396,0.8879171,0.60007125,-0.1461434,str_des
28.302,11.712588,0.05324088,7.185439,0.4932981,1.2964576,-0.09971765,str_des
28.312,11.133329,-0.10836041,7.566724,0.22024135,1.5921164,0.052998666,str_des
28.322,7.5849133,-1.1859242,4.9259567,0.041868705,1.5120931,0.22831699,str_des
28.332,5.549018,-0.97347534,2.6113117,0.002162464,1.0661614,0.42135042,str_des
28.342,4.0873966,0.12818332,-0.018620491,-0.086412996,0.5566998,0.6656965,str_des
28.352,2.6860914,1.7562369,-1.4393423,-0.2128621,0.7094161,0.69501805,str_des
28.362,1.6701288,2.8820472,-0.7262541,-0.22080335,0.7668375,0.5606277,str_des
28.372,1.3541088,3.5783572,0.51680183,-0.1884275,0.614732,0.3669834,str_des
28.382,1.5109224,4.3482704,1.9886391,-0.1566625,0.51027405,0.22953872,str_des
28.392,1.7687092,4.021232,1.2782931,-0.116956264,0.44368976,0.16845219,str_des
28.402,1.0393028,2.6236184,0.68149805,-0.11573453,0.37221852,0.16417614,str_des
28.413,0.08950424,1.0050395,0.891577,-0.12550837,0.2970821,0.20815843,str_des
28.422,-1.8095531,-0.6016958,0.35717678,-0.09863031,0.17613077,0.27046672,str_des
28.432,-2.4255853,-0.7114131,0.0120821,-0.024715608,0.003255911,0.30834034,str_des
28.442,-2.7917733,-0.694241,-0.12415624,0.12189205,-0.18427972,0.32422283,str_des
28.452,-2.867714,-0.5696806,-0.09613776,0.31736892,-0.37364793,0.32972065,str_des
28.463,-2.8474169,-0.74770427,0.5113876,0.4902438,-0.4921558,0.3358293,str_des
28.472,-2.5727396,-0.84948945,1.3225806,0.60875165,-0.38220003,0.36881602,str_des
28.482,-2.167408,-0.8471566,2.7906156,0.5647694,0.08755532,0.5282518,str_des
28.492,-2.3214054,-1.2891543,3.878555,0.44748324,0.33129057,0.70540273,str_des
28.503,-2.8124428,-1.7822192,3.662035,0.52078706,0.39176622,0.90882087,str_des
28.512,-3.327598,-1.883071,2.7134912,0.6741142,0.34595132,1.103076,str_des
28.522,-3.5755463,-1.8560281,1.682828,0.8683694,0.3080777,1.1934841,str_des
28.532,-3.403687,-1.4706078,0.98950577,1.0638462,0.26714972,1.234412,str_des
28.542,-2.8456812,-0.5443986,0.65747666,1.1383718,0.13825713,1.1464474,str_des
28.552,-2.4720001,0.2356363,0.13526821,0.9722165,-0.15190385,0.9509706,str_des
28.564,-1.6112185,1.0972967,-1.4600418,0.70221406,-0.38953042,0.73044825,str_des
28.572,-1.0624485,1.6517183,-3.8332622,0.47924823,-0.527586,0.5111476,str_des
28.582,-1.0712557,2.1644518,-4.0352106,0.38395324,-0.66380894,0.24419948,str_des
28.592,-0.7703657,2.8412652,-3.1015944,0.4285464,-0.73833454,0.004129445,str_des
28.602,0.8077917,3.5719047,-2.4347873,0.5855388,-0.69923913,-0.1058263,str_des
28.612,1.553235,3.4620523,-2.0040653,0.69121844,-0.6448721,-0.18401705,str_des
28.622,1.2463198,2.3118227,-1.9464824,0.6643404,-0.6222701,-0.2762577,str_des
28.632,1.3575344,1.7563896,-3.2827911,0.46764177,-0.6100528,-0.3324573,str_des
28.642,1.2858801,1.3852754,-5.0677977,0.32103413,-0.57828784,-0.37888306,str_des
28.652,1.4860001,0.9769614,-6.388481,0.18725464,-0.53674895,-0.40392852,str_des
28.668,1.9616632,0.50962037,-6.4934874,0.09318139,-0.42557147,-0.38743517,str_des
28.672,2.4771729,0.046239138,-5.3753414,0.05164255,-0.15007126,-0.33978766,str_des
28.682,2.8516922,-0.12642711,-3.2174015,-0.00638965,0.16147001,-0.28175548,str_des
28.693,2.926035,0.059684634,-0.049342394,-0.076639146,0.3080777,-0.25609913,str_des
28.703,3.537799,-0.59467995,2.494802,-0.037543777,0.35572517,-0.2041756,str_des
28.713,3.226451,-0.8164804,2.079122,0.09134878,0.41131392,-0.15836072,str_des
28.723,2.2337198,-1.2735639,2.3485951,0.2074132,0.3850467,-0.21333858,str_des
28.733,2.4747314,-1.1866636,2.3006363,0.2788844,0.20178711,-0.40698284,str_des
28.743,3.8742456,-0.6900836,1.4683342,0.39739227,-0.1250258,-0.6275052,str_des
28.752,4.9223204,-1.2374187,0.95408297,0.45359188,-0.2807964,-0.69714385,str_des
28.763,4.2402983,-2.4604506,1.2841659,0.4603114,-0.07249138,-0.6134553,str_des
28.773,2.5231867,-3.3240705,2.5201733,0.35402083,0.0667859,-0.37399614,str_des
28.782,0.94969654,-3.2397702,2.2479975,0.3301971,-0.016291775,-0.22311243,str_des
28.792,-0.21628189,-2.772753,1.1636007,0.34180355,-0.13479963,-0.09788506,str_des
28.802,-1.1202345,-2.0024896,0.7360697,0.3338623,-0.24475539,0.006572906,str_des
28.812,-2.1894817,-1.3148192,0.34967566,0.28682566,-0.3180592,0.060329046,str_des
28.822,-3.234798,-0.56628454,-0.025450706,0.14999186,-0.3956391,0.0823202,str_des
28.832,-3.763266,0.35718,-0.4460802,0.019266691,-0.44206485,0.056663856,str_des
28.842,-3.9637141,1.0404639,-1.0191629,-0.071752235,-0.45916906,-0.033133335,str_des
28.852,-3.5404902,1.4550312,-0.6537368,-0.15605164,-0.38036746,-0.12231967,str_des
28.863,-2.259953,1.4398817,0.2820108,-0.24157277,-0.15373646,-0.19440176,str_des
28.874,-1.129775,0.67360425,1.6177204,-0.30571362,0.15291789,-0.2670947,str_des
28.882,-0.017170906,0.11605713,3.139148,-0.35641542,0.45285276,-0.32940295,str_des
28.893,1.0056267,-0.06189242,4.414154,-0.3814609,0.74606806,-0.37033093,str_des
28.902,1.6204844,-0.07276888,4.936015,-0.42055628,1.0062966,-0.3672766,str_des
28.912,1.496665,0.06489012,4.5349503,-0.48652974,1.3166162,-0.28969672,str_des
28.922,0.41500664,0.19924802,3.1907997,-0.55128145,1.3331095,-0.27503595,str_des
28.932,-1.010848,0.12243454,1.8249791,-0.6013724,1.1797824,-0.30924442,str_des
28.942,-1.9403758,0.09606588,-0.18454671,-0.6068702,1.0130161,-0.36300054,str_des
28.952,-2.5835366,0.18602088,-2.1522665,-0.56838566,0.7979916,-0.3758287,str_des
28.963,-3.0373302,0.41602468,-3.3744152,-0.503634,0.5145501,-0.32695952,str_des
28.977,-3.940714,0.50185794,-4.066774,-0.5060774,0.29463863,-0.24449272,str_des
28.982,-5.183841,0.26403087,-4.7143707,-0.5952637,0.11748771,-0.12109794,str_des
28.993,-6.8730216,0.28130993,-6.020414,-0.70583034,-0.101812914,0.05483126,str_des
29.002,-7.31132,0.0792182,-6.662836,-0.78218853,-0.36631754,0.18555643,str_des
29.012,-6.8406534,0.38086745,-6.9656057,-0.73087585,-0.6241027,0.28757092,str_des
29.022,-5.80995,0.65768796,-6.4724045,-0.5225708,-0.71939766,0.3883637,str_des
29.032,-4.9297824,0.5255401,-4.574767,-0.093743384,-0.53980327,0.4091331,str_des
29.042,-2.8948884,0.45149058,-1.4448857,0.37234682,-0.38891956,0.4146309,str_des
29.053,-0.30839634,-0.05005786,0.9007852,0.78468084,-0.29973325,0.26252544,str_des
29.062,1.8462667,-1.1424475,1.6130087,0.77246356,-0.28385076,0.045057416,str_des
29.072,5.9443665,-2.122147,1.2523603,0.6741142,-0.12563665,-0.13942389,str_des
29.083,9.429995,-2.6425223,0.8943794,0.60508645,0.2799779,-0.24266012,str_des
29.093,12.0046,-2.1482806,1.5703387,0.42610294,0.8450282,-0.24021666,str_des
29.102,12.739007,-0.9016318,2.9337234,0.13777456,1.3294443,-0.19440176,str_des
29.112,10.234523,0.36792558,3.5734944,-0.066254444,1.3343313,-0.14858687,str_des
29.122,5.7263536,0.6369456,2.982925,-0.13955827,1.004464,-0.09421986,str_des
29.132,2.9260092,0.96446025,1.3404629,-0.2250794,0.52676743,0.03161838,str_des
29.142,1.0162487,1.5245801,-0.44655585,-0.20675345,0.09977262,0.15745662,str_des
29.152,-0.15515804,1.8407848,-1.8214436,-0.20369913,-0.15617992,0.21182363,str_des
29.163,-0.94989395,2.4940457,-1.5892863,-0.21225123,-0.15679078,0.19227594,str_des
29.173,-0.4725771,3.5857925,-0.9370551,-0.21591642,-0.07676743,0.10614394,str_des
29.182,0.1897583,3.8882473,0.65720606,-0.20369913,-0.09203906,0.001075119,str_des
29.193,0.4848194,3.2417097,1.4582546,-0.15727337,-0.12869099,-0.10216111,str_des
29.202,0.22149754,2.2743483,1.7380209,-0.066254444,-0.104867235,-0.11193496,str_des
29.212,-0.26055717,1.2768928,2.2956715,0.002162464,-0.15740165,-0.043518044,str_des
29.222,-0.82776546,0.15930822,2.8227873,0.106620416,-0.24353366,0.07743327,str_des
29.232,-1.755055,-0.9921073,2.5394537,0.23551299,-0.3180592,0.1892216,str_des
29.242,-2.6628356,-2.1077552,2.182587,0.38700756,-0.33760688,0.32300112,str_des
29.252,-2.9266367,-2.654365,1.9939487,0.42365947,-0.3443264,0.464111,str_des
29.262,-2.850614,-3.2550564,2.946107,0.516511,-0.15984511,0.5923927,str_des
29.272,-1.6903882,-2.9968014,3.8909118,0.48535687,0.033799175,0.7066245,str_des
29.286,-0.9177265,-2.0654361,3.6656013,0.40289006,0.21889134,0.776874,str_des
29.293,-0.37543678,-1.1597028,2.792312,0.40105748,0.32457104,0.831241,str_des
29.302,-0.29926682,-0.29391456,2.368351,0.5091806,0.2708149,0.8941601,str_des
29.313,-0.79481983,0.15014498,1.8494096,0.6179146,0.028301384,0.9137078,str_des
29.322,-0.87701035,0.60733867,0.35515285,0.6496796,-0.30278757,0.8837754,str_des
29.332,-1.0459728,1.0510122,-2.2081432,0.60936254,-0.4585582,0.6992941,str_des
29.343,-1.192502,1.5306284,-4.261472,0.40350094,-0.37731314,0.5007629,str_des
29.352,-1.0723457,2.2624767,-5.6132436,0.376012,-0.48116022,0.2759645,str_des
29.363,-0.9184675,2.6801715,-6.696061,0.56843454,-0.84279245,-0.025192086,str_des
29.372,-0.46467495,2.9441562,-6.9454947,0.7602462,-1.0468215,-0.32024,str_des
29.388,0.44695282,3.3553524,-6.1759834,0.78284824,-0.97046334,-0.4882279,str_des
29.392,1.3164845,2.9756517,-5.2216635,0.64357096,-0.7792625,-0.47234544,str_des
29.403,1.3183832,1.3770033,-4.3819127,0.4499267,-0.5355272,-0.30863354,str_des
29.412,1.3941717,-0.55437195,-3.4091895,0.35035565,-0.26796827,-0.14247821,str_des
29.422,2.1357317,-2.1840205,-1.3967766,0.2703323,-0.079821765,-0.041685447,str_des
29.432,3.4560623,-2.5714097,0.716624,0.171983,0.09183137,0.05360953,str_des
29.443,4.20671,-2.0480502,0.7843671,0.11272907,0.2622628,0.1806695,str_des
29.453,3.8234596,-2.0183485,0.83218145,0.11639427,0.30257988,0.24969727,str_des
29.463,2.5434427,-2.0365648,1.3499954,0.16587435,0.3502274,0.26130372,str_des
29.473,2.0668802,-1.283058,1.2503192,0.25933674,0.13031588,0.021844538,str_des
29.483,2.1073828,-0.4119754,1.2124288,0.27277577,-0.31561574,-0.19318004,str_des
29.492,3.648406,0.41480362,0.25741816,0.22207396,-0.3938065,-0.36300054,str_des
29.502,5.4368324,-0.19083735,-0.96551895,0.2721649,-0.107921556,-0.37033093,str_des
29.512,5.832016,-1.3605311,-1.1849405,0.41632912,0.22438912,-0.30802268,str_des
29.522,4.553832,-1.6687881,2.299972,0.5067372,0.33373404,-0.22861022,str_des
29.532,3.0061274,-2.0951533,5.674137,0.51895446,0.32579276,-0.12293053,str_des
29.542,1.1926737,-2.4133568,5.2828746,0.5317826,0.24699114,0.005351176,str_des
29.552,-0.55371094,-2.3731556,0.93903255,0.5287283,0.08327925,0.12813509,str_des
29.562,-4.0186057,-1.5287118,-0.42054486,0.47375044,-0.10242377,0.21426709,str_des
29.572,-4.8496876,-0.95753986,-1.685719,0.33508402,-0.26430306,0.21609968,str_des
29.582,-5.0561724,-0.28591973,-2.395687,0.16037656,-0.518423,0.15562402,str_des
29.593,-4.6961794,0.07198417,-2.4240901,0.008271116,-0.79209065,0.042003088,str_des
29.602,-3.4788823,0.035182357,-1.4890678,-0.10779329,-0.7963667,-0.11437842,str_des
29.612,-1.0923958,-0.25911418,0.32476568,-0.121843174,-0.49765357,-0.24571444,str_des
29.623,0.69748974,-0.49449763,3.0559793,0.03759265,0.25065634,-0.3465072,str_des
29.632,1.6217194,-0.8564199,5.8123994,0.13227676,0.6984205,-0.33551162,str_des
29.643,1.9382782,-0.9930569,7.3282614,0.14999186,1.0148487,-0.27259248,str_des
29.652,1.3848953,-1.2072092,6.6366854,0.14815927,1.1913888,-0.18829311,str_des
29.662,0.40040398,-1.3886621,4.6850433,0.17870252,1.2817968,-0.11315669,str_des
29.672,-0.457839,-1.4911089,3.0742905,0.26483452,1.2885164,-0.038020257,str_des
29.682,-1.0496187,-1.4093862,2.0710852,0.39311624,1.1706194,0.004129445,str_des
29.694,-1.9622226,-1.5412376,1.3167753,0.5042937,1.0295095,0.013903289,str_des
29.702,-2.5644956,-1.257129,0.4107437,0.55621725,0.8975626,0.013903289,str_des
29.712,-3.2437344,-0.8872262,-0.32199812,0.570878,0.74179196,0.042003088,str_des
29.722,-4.0575857,-0.5044462,-0.8789458,0.5794301,0.569528,0.11225259,str_des
29.732,-4.9327517,-0.23629445,-1.0985937,0.5397239,0.38810104,0.18189123,str_des
29.742,-5.63459,0.034359932,-1.4628413,0.44687235,0.12970501,0.23992343,str_des
29.753,-5.5946074,0.3691098,-2.7950544,0.34669048,-0.118306264,0.27657536,str_des
29.763,-5.01194,0.35354805,-4.912696,0.3234776,-0.47138637,0.39997014,str_des
29.772,-4.3538036,0.1782336,-6.423625,0.3833424,-0.7273389,0.45433715,str_des
29.783,-3.8864183,-0.4483841,-7.034258,0.48108083,-1.00345,0.48732388,str_des
29.797,-2.4324942,-1.0401232,-6.977479,0.5818736,-1.175714,0.54535604,str_des
29.802,-0.55158997,-1.1411475,-7.070906,0.6350189,-1.107908,0.64187276,str_des
29.812,0.8453617,-1.3654858,-6.5609975,0.62280154,-0.82690996,0.7060136,str_des
29.822,2.5249548,-1.5998418,-5.070247,0.6869424,-0.2795747,0.6571444,str_des
29.832,4.6888485,-1.758383,-2.5907378,0.9581666,0.6275602,0.4781609,str_des
29.842,10.701506,-0.04463786,7.0181856,1.1218785,1.3605984,0.36576167,str_des
29.852,10.268996,0.8348414,8.455732,1.0937786,1.6403748,0.30589688,str_des
29.862,6.782795,0.7547677,4.6734905,0.992375,1.5634058,0.22892785,str_des
29.872,4.069274,0.7518229,1.2633023,0.9392297,1.3092858,0.15623489,str_des
29.882,2.109538,0.94108784,-0.33094645,0.8457674,0.9134451,0.1843347,str_des
29.892,0.5474844,0.7538217,-1.1733818,0.752305,0.42780727,0.32422283,str_des
29.903,-0.36089706,-0.14734799,-1.7829702,0.548276,-0.049889363,0.54718864,str_des
29.913,1.232213,0.3459636,-1.763034,0.5592716,0.17185472,0.5758993,str_des
29.922,3.3405962,1.9988778,1.0084348,0.6392949,0.49927852,0.4635001,str_des
29.933,5.221157,3.0789895,3.675463,0.6832772,0.7185791,0.2722993,str_des
29.943,5.8315496,3.4052243,4.2137265,0.7095444,0.7882177,0.08903971,str_des
29.952,4.6258736,2.9056096,3.2519011,0.75108325,0.63672316,-0.027024683,str_des
29.962,1.723074,2.3350914,1.8545897,0.80789375,0.4345268,-0.08750035,str_des
29.972,-1.1438532,1.6029601,0.5043037,0.861039,0.27203664,-0.1039937,str_des
29.983,-3.2473273,0.8239584,-0.03991437,0.91235167,0.11504425,-0.073450446,str_des
29.993,-4.684683,0.007170618,-0.4838643,0.98382294,-0.10425637,-0.033133335,str_des
30.003,-5.462941,-0.78339696,-0.8736229,1.0662898,-0.3956391,0.04444655,str_des
30.013,-5.634984,-1.4169393,-1.2147832,1.1469239,-0.68641096,0.17822604,str_des
30.023,-5.462903,-2.1143665,-1.3745868,1.2080104,-0.9301462,0.3388836,str_des
30.033,-5.0449514,-2.7654095,-1.2862682,1.2678753,-1.0120021,0.47877175,str_des
30.042,-3.8013844,-2.6944547,-0.9641187,1.3265183,-0.8208013,0.63942933,str_des
30.053,-2.0343003,-1.1253386,0.44938135,1.3283509,-0.5672923,0.713344,str_des
30.063,-0.8962021,0.021302879,1.9268484,1.2458841,-0.27713123,0.73228085,str_des
30.073,-0.33917236,0.5867945,3.3427672,1.137761,-0.12380406,0.72861564,str_des
30.083,-0.39670277,0.8692677,4.120558,1.0962222,-0.106088966,0.7310591,str_des
30.092,-1.0928254,0.5559698,3.4427078,1.1066068,-0.13113444,0.73228085,str_des
30.102,-1.8347511,0.25647008,2.298908,1.13715,-0.1653429,0.7218961,str_des
30.112,-2.0037985,0.45001027,1.4426339,1.1359284,-0.25269663,0.71212226,str_des
30.122,-1.9868445,1.0352628,-0.49333596,1.101109,-0.33760688,0.70723534,str_des
30.132,-2.131033,1.0772529,-1.4118028,1.0155879,-0.38953042,0.69440717,str_des
30.142,-2.4753113,0.89224935,-1.5486352,0.82133275,-0.3986934,0.618049,str_des
30.152,-2.3528647,1.1224507,-1.5134294,0.59286916,-0.49154493,0.4445633,str_des
30.162,-1.3977733,1.5884683,-1.2579935,0.46886352,-0.6082202,0.25214073,str_des
30.173,0.47070694,1.666693,-0.57924604,0.5629368,-0.46283427,0.16173267,str_des
30.182,0.45626736,0.95133567,1.50862,0.78773516,-0.25941613,0.07621154,str_des
30.193,-0.13756752,0.43780032,2.9806087,0.938008,-0.20810346,0.052998666,str_des
30.203,0.5664463,0.43275386,0.39300728,1.0308596,-0.31928092,0.068270296,str_des
30.212,0.18943977,-0.5334342,-2.5763521,1.2006801,-0.5153687,0.040170494,str_des
30.223,0.7478781,-1.0002823,-4.817675,1.4126503,-0.72245204,-0.011753051,str_des
30.232,1.6219273,-1.0075719,-5.7552395,1.5775839,-0.5526315,-0.05512448,str_des
30.243,3.0973558,-0.8664094,-5.452096,1.6014076,-0.27652037,-0.08016996,str_des
30.252,4.3558645,-1.3074235,-3.7026553,1.4401393,-0.1793928,-0.120487064,str_des
30.262,5.4399347,-2.146454,-4.205084,1.1182133,-0.19894049,-0.15408465,str_des
30.273,6.781452,-3.1858451,-5.8319254,0.7406986,-0.16839722,-0.15225206,str_des
30.283,7.8751106,-3.9297895,-6.7260017,0.50185025,0.001423318,-0.043518044,str_des
30.293,8.575133,-4.2637124,-5.58359,0.40472266,0.30868855,0.18128036,str_des
30.303,8.573916,-4.072907,-2.1656823,0.36257297,0.7307964,0.42073956,str_des
30.314,7.496504,-3.4690528,1.1350055,0.28988,1.0117944,0.582008,str_des
30.323,5.9862013,-2.4462733,3.012734,0.25689328,0.9971336,0.63881844,str_des
30.333,4.552389,-1.5999501,3.0146818,0.18725464,0.6617686,0.5624603,str_des
30.343,3.6163654,-0.79791456,1.9856353,0.12311378,0.48522863,0.4518937,str_des
30.352,3.6355276,0.15874285,0.40409756,0.07302283,0.3728294,0.31567073,str_des
30.363,3.8785582,0.7323053,-0.7472756,0.021710152,0.2811996,0.22159746,str_des
30.372,3.8009872,1.1780697,-0.785048,-0.01677436,0.20545231,0.16845219,str_des
30.383,3.1095085,1.4356194,-0.84612703,-0.06503271,0.07717061,0.11958298,str_des
30.393,1.8950777,1.1323366,-0.6478734,-0.11573453,-0.07921089,0.09514837,str_des
30.403,0.9810524,0.9500642,-1.0698855,-0.14811039,-0.19588616,0.07376808,str_des
30.416,-1.0989532,0.5962956,-1.0722544,-0.1389474,-0.2618596,0.051776934,str_des
30.422,-1.7719502,0.4765151,-0.31199265,-0.08152607,-0.31683746,0.040170494,str_des
30.432,-2.3912616,0.067176044,0.25947213,-0.009443976,-0.3760914,0.046279147,str_des
30.442,-2.8347392,-0.5895746,0.3322966,0.05164255,-0.4286258,0.07010289,str_des
30.452,-3.2838311,-1.391439,0.047142982,0.093792245,-0.486658,0.100035295,str_des
30.462,-3.648086,-2.0174103,-0.39896178,0.13472022,-0.5752335,0.12141557,str_des
30.472,-3.841762,-2.3885908,-0.70058393,0.19519588,-0.70473695,0.13180028,str_des
30.482,-3.858492,-2.5113292,-0.80279994,0.2177979,-0.7872037,0.1263025,str_des
30.492,-3.7647862,-2.466383,-0.8216593,0.18420032,-0.7896472,0.054220397,str_des
