Time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gesture
14.411,3.3479738,0.41215163,-1.6307993,-1.6742024,0.022954144,-0.39061227,str_asc
14.412,3.232974,-0.08584839,-1.8027995,-1.6742024,0.022954144,-0.39061227,str_asc
14.432,2.7885866,-0.62695915,-1.8532863,-0.6037331,-0.07718432,-0.7150237,str_asc
14.433,2.3475866,-1.0099592,-1.9302862,-0.6037331,-0.07718432,-0.7150237,str_asc
14.434,1.869587,-1.2209592,-1.9682863,-0.6037331,-0.07718432,-0.7150237,str_asc
14.456,1.1817493,-1.3059579,-1.7674978,0.02728256,-0.48197216,-0.2614686,str_asc
14.457,0.62674904,-1.2869579,-1.8064976,0.02728256,-0.48197216,-0.2614686,str_asc
14.458,-0.082250595,-1.094958,-1.8824978,0.02728256,-0.48197216,-0.2614686,str_asc
14.483,-1.5446372,-0.68738437,-1.7500091,-0.036056772,-0.42605793,0.3439587,str_asc
14.483,-0.8166375,-0.8413844,-1.731009,-0.036056772,-0.42605793,0.3439587,str_asc
14.484,-2.1956372,-0.51538444,-1.7500091,-0.036056772,-0.42605793,0.3439587,str_asc
14.505,-2.7433515,-0.25953668,-1.7657559,-0.35408002,-0.16833235,0.39875364,str_asc
14.506,-3.1073513,-0.06853676,-1.9197559,-0.35408002,-0.16833235,0.39875364,str_asc
14.507,-3.3373513,0.085463285,-2.072756,-0.35408002,-0.16833235,0.39875364,str_asc
14.526,-3.5262408,0.24503362,-2.1658607,-0.7913227,0.16319948,0.1691701,str_asc
14.527,-3.603241,0.22603363,-2.2428606,-0.7913227,0.16319948,0.1691701,str_asc
14.53,-3.5452409,0.26403362,-2.2998605,-0.7913227,0.16319948,0.1691701,str_asc
14.551,-3.3270402,0.28455406,-2.408557,-1.1981232,0.47967005,-0.26872823,str_asc
14.552,-3.02104,0.24555403,-2.465557,-1.1981232,0.47967005,-0.26872823,str_asc
14.553,-2.63804,0.20755404,-2.484557,-1.1981232,0.47967005,-0.26872823,str_asc
14.575,-2.1398387,0.28046513,-2.5043778,-1.0920526,0.4475472,-0.33039922,str_asc
14.575,-1.6418386,0.35746515,-2.6573777,-1.0920526,0.4475472,-0.33039922,str_asc
14.576,-1.1638389,0.33846515,-2.7343779,-1.0920526,0.4475472,-0.33039922,str_asc
14.611,-0.761518,0.095294,-2.9028902,-0.4142471,0.034455866,-0.1278371,str_asc
14.615,-0.3025179,-0.26770604,-2.97989,-0.4142471,0.034455866,-0.1278371,str_asc
14.617,0.1764822,-0.61270607,-3.09489,-0.4142471,0.034455866,-0.1278371,str_asc
14.622,0.40947342,-0.7846606,-2.914028,0.21172523,-0.4074583,0.04872413,str_asc
14.623,0.7154732,-0.9186605,-2.857028,0.21172523,-0.4074583,0.04872413,str_asc
14.623,0.9454727,-0.89966047,-2.589028,0.21172523,-0.4074583,0.04872413,str_asc
14.649,1.022481,-0.6915796,-2.1747189,0.7975615,-0.8582599,0.4944442,str_asc
14.652,1.2904806,-0.5385796,-2.1167188,0.7975615,-0.8582599,0.4944442,str_asc
14.652,1.7304811,-0.5575795,-2.2507188,0.7975615,-0.8582599,0.4944442,str_asc
14.67,2.348175,-0.6171011,-2.637643,1.2315384,-0.43090394,0.91057837,str_asc
14.671,3.0181751,-0.924101,-3.058643,1.2315384,-0.43090394,0.91057837,str_asc
14.672,3.5351753,-1.3831011,-3.307643,1.2315384,-0.43090394,0.91057837,str_asc
14.695,3.7939405,-1.8740674,-3.3563333,1.2803733,-0.84099466,0.75146043,str_asc
14.695,3.9089413,-2.2570672,-3.2603335,1.2803733,-0.84099466,0.75146043,str_asc
14.696,3.7559404,-2.3340673,-3.0303335,1.2803733,-0.84099466,0.75146043,str_asc
14.72,3.394372,-2.0701873,-2.4026148,1.7073072,-1.4780369,0.93010145,str_asc
14.721,2.915372,-1.2851875,-1.3686149,1.7073072,-1.4780369,0.93010145,str_asc
14.72,3.1453724,-1.6871874,-1.9046148,1.7073072,-1.4780369,0.93010145,str_asc
14.742,2.5188951,-0.8218454,-0.45690417,1.7338169,-1.5310985,1.2022853,str_asc
14.742,2.192895,-0.5538454,0.44309568,1.7338169,-1.5310985,1.2022853,str_asc
14.743,2.039895,-0.5928453,1.2670958,1.7338169,-1.5310985,1.2022853,str_asc
14.765,2.1684847,-0.71399105,2.0627544,0.8329022,-0.6550317,0.6930656,str_asc
14.766,2.6284847,-1.039991,2.2737544,0.8329022,-0.6550317,0.6930656,str_asc
14.766,3.202485,-1.250991,2.2927544,0.8329022,-0.6550317,0.6930656,str_asc
14.791,3.8635025,-1.2172729,2.1246452,-0.41986495,1.0980253,-0.09858926,str_asc
14.791,4.1115026,-1.045273,2.1826453,-0.41986495,1.0980253,-0.09858926,str_asc
14.792,4.284502,-0.528273,2.3736453,-0.41986495,1.0980253,-0.09858926,str_asc
14.813,4.225479,0.2705047,2.175399,-1.0830045,1.6361243,-0.25506175,str_asc
14.814,3.7474785,1.0175047,2.2143986,-1.0830045,1.6361243,-0.25506175,str_asc
14.817,3.2304792,1.6095047,2.175399,-1.0830045,1.6361243,-0.25506175,str_asc
14.837,2.6909132,1.9649781,1.8589988,-1.3848021,1.6073015,-0.53021556,str_asc
14.838,1.963913,2.251978,1.7439985,-1.3848021,1.6073015,-0.53021556,str_asc
14.839,1.2169132,2.500978,1.6679988,-1.3848021,1.6073015,-0.53021556,str_asc
14.861,0.47353268,2.3125772,1.2838101,-1.4906409,0.59316814,-1.5527315,str_asc
14.862,-0.005467415,2.5045774,0.99581003,-1.4906409,0.59316814,-1.5527315,str_asc
14.862,-0.46446705,2.5045774,0.61281013,-1.4906409,0.59316814,-1.5527315,str_asc
14.886,-0.8654413,2.0323622,0.21035147,-1.4508667,0.15399253,-1.9199692,str_asc
14.887,-0.9804416,1.6683623,-0.17264843,-1.4508667,0.15399253,-1.9199692,str_asc
14.887,-0.9614415,0.9403622,-0.63164854,-1.4508667,0.15399253,-1.9199692,str_asc
14.911,-0.85069895,-0.07320249,-0.9549806,-1.1584014,0.03998976,-1.8507733,str_asc
14.911,-0.4866991,-0.82020247,-1.1659806,-1.1584014,0.03998976,-1.8507733,str_asc
14.912,-0.04569912,-1.3562025,-1.2419806,-1.1584014,0.03998976,-1.8507733,str_asc
14.933,0.4485073,-1.7836559,-1.2030509,-0.16065237,0.20005018,-0.597198,str_asc
14.935,1.0795078,-2.032656,-1.1650507,-0.16065237,0.20005018,-0.597198,str_asc
14.936,1.7115078,-2.128656,-1.0880508,-0.16065237,0.20005018,-0.597198,str_asc
14.956,2.3176785,-1.9844782,-1.212254,0.5929234,-0.09695837,0.61281747,str_asc
14.957,2.7966785,-1.6784782,-1.2512541,0.5929234,-0.09695837,0.61281747,str_asc
14.958,3.1216784,-1.3524783,-1.2512541,0.5929234,-0.09695837,0.61281747,str_asc
14.983,2.965375,-0.71551317,-1.2348733,1.3950051,-0.012831234,1.3939993,str_asc
14.986,2.5443745,-0.2755131,-1.1198733,1.3950051,-0.012831234,1.3939993,str_asc
14.986,1.8353748,0.107486844,-0.9468734,1.3950051,-0.012831234,1.3939993,str_asc
15.004,0.99920845,0.44358552,-0.8334875,1.748536,-0.003332113,1.2161044,str_asc
15.005,0.2142086,0.78858554,-0.8334875,1.748536,-0.003332113,1.2161044,str_asc
15.006,-0.45679188,1.1125855,-0.9484875,1.748536,-0.003332113,1.2161044,str_asc
15.028,-1.089436,1.4265383,-1.1080155,1.3760957,-0.09772072,0.5675255,str_asc
15.028,-1.5864363,1.7905383,-1.2420154,1.3760957,-0.09772072,0.5675255,str_asc
15.029,-2.0274363,2.0395384,-1.3760154,1.3760957,-0.09772072,0.5675255,str_asc
15.052,-2.491138,2.0736961,-1.5122604,0.10023692,0.09495244,-0.6663836,str_asc
15.053,-2.8361378,2.0166962,-1.5502605,0.10023692,0.09495244,-0.6663836,str_asc
15.053,-3.200138,1.8446963,-1.5502605,0.10023692,0.09495244,-0.6663836,str_asc
15.075,-3.4777136,1.4341462,-1.6794288,-0.4187033,0.28335235,-1.2272166,str_asc
15.075,-3.6507134,1.166146,-1.7754288,-0.4187033,0.28335235,-1.2272166,str_asc
15.076,-3.7847137,1.0321461,-1.9094288,-0.4187033,0.28335235,-1.2272166,str_asc
15.1,-3.7427402,0.69241077,-1.9754303,-0.776948,0.16840468,-1.3464633,str_asc
15.101,-3.68574,0.57741076,-2.07043,-0.776948,0.16840468,-1.3464633,str_asc
15.101,-3.3987403,0.53941077,-2.18543,-0.776948,0.16840468,-1.3464633,str_asc
15.123,-3.0475326,0.2197589,-2.3609319,-0.72102153,0.32104787,-1.0470967,str_asc
15.124,-2.7225327,0.06775889,-2.3989317,-0.72102153,0.32104787,-1.0470967,str_asc
15.125,-2.2815328,-0.10424112,-2.5529318,-0.72102153,0.32104787,-1.0470967,str_asc
15.15,-1.9605904,-0.33468226,-2.4901838,-0.45371088,0.1947385,-0.6923316,str_asc
15.152,-1.7685905,-0.48768222,-2.394184,-0.45371088,0.1947385,-0.6923316,str_asc
15.153,-1.6535902,-0.43068224,-2.222184,-0.45371088,0.1947385,-0.6923316,str_asc
15.173,-1.5178881,-0.34950924,-2.0523381,0.30834413,-0.30033866,0.07513496,str_asc
15.173,-1.268888,-0.23450923,-2.0523381,0.30834413,-0.30033866,0.07513496,str_asc
15.174,-0.9238882,-0.024509236,-2.148338,0.30834413,-0.30033866,0.07513496,str_asc
15.196,-0.48261738,0.21112843,-2.0645843,0.5128008,-0.3901722,0.34245664,str_asc
15.197,0.015382767,0.57512844,-2.2175841,0.5128008,-0.3901722,0.34245664,str_asc
15.197,0.4743824,0.8821284,-2.2945843,0.5128008,-0.3901722,0.34245664,str_asc
15.219,0.7169285,1.0961442,-2.0466495,0.6844229,-0.47478712,0.26705164,str_asc
15.22,0.9659281,1.3071443,-2.1616492,0.6844229,-0.47478712,0.26705164,str_asc
15.22,1.2529278,1.2871442,-2.3146493,0.6844229,-0.47478712,0.26705164,str_asc
15.241,1.3860588,0.8156508,-2.3325362,1.2876306,-0.55063593,-0.2958798,str_asc
15.243,1.6540585,0.5096508,-2.6195362,1.2876306,-0.55063593,-0.2958798,str_asc
15.244,2.0180588,0.20365083,-2.715536,1.2876306,-0.55063593,-0.2958798,str_asc
15.269,2.2881794,-0.30400595,-2.503983,1.4825374,-0.7354138,-0.52262497,str_asc
15.271,2.51818,-0.45700595,-2.4459832,1.4825374,-0.7354138,-0.52262497,str_asc
15.271,2.7481794,-0.53200597,-2.426983,1.4825374,-0.7354138,-0.52262497,str_asc
15.291,2.919981,-0.65438145,-2.2038193,1.8122888,-0.09727453,0.09978647,str_asc
15.292,3.0159807,-0.59838146,-2.1078196,1.8122888,-0.09727453,0.09978647,str_asc
15.292,3.1499815,-0.42638144,-2.0888195,1.8122888,-0.09727453,0.09978647,str_asc
15.314,3.2693787,-0.23721728,-1.8791664,1.7238024,-0.48952743,0.43254817,str_asc
15.317,3.3083782,-0.103217304,-1.7061664,1.7238024,-0.48952743,0.43254817,str_asc
15.319,3.2313786,-0.103217304,-1.3811665,1.7238024,-0.48952743,0.43254817,str_asc
15.338,3.3642292,-0.23306033,-0.7835512,1.2696433,-0.66853637,0.35330033,str_asc
15.339,3.68923,-0.42406034,-0.32455134,1.2696433,-0.66853637,0.35330033,str_asc
15.34,4.0342293,-0.53906035,0.34544873,1.2696433,-0.66853637,0.35330033,str_asc
15.361,4.07275,-0.45726073,1.458751,0.07733114,-0.28069866,-0.04721422,str_asc
15.362,3.7857504,-0.07426071,2.511751,0.07733114,-0.28069866,-0.04721422,str_asc
15.363,3.1727505,0.25073928,3.143751,0.07733114,-0.28069866,-0.04721422,str_asc
15.386,3.0332613,0.4141661,2.9812331,-0.8778596,0.10802536,-0.17014575,str_asc
15.387,2.459261,-0.04483384,2.5982332,-0.8778596,0.10802536,-0.17014575,str_asc
15.388,2.1912613,-0.48583385,2.1192331,-0.8778596,0.10802536,-0.17014575,str_asc
15.408,1.831563,-0.88705134,1.3484297,-2.209311,0.44047555,-0.5872227,str_asc
15.409,1.5255623,-1.1750515,1.0044298,-2.209311,0.44047555,-0.5872227,str_asc
15.41,1.4105625,-1.2890513,0.8704295,-2.209311,0.44047555,-0.5872227,str_asc
15.433,1.418932,-1.5145617,0.60448384,-2.5481925,1.1911107,-0.5667353,str_asc
15.436,1.246932,-1.7825615,0.70048404,-2.5481925,1.1911107,-0.5667353,str_asc
15.436,1.1129313,-2.1085618,0.9294841,-2.5481925,1.1911107,-0.5667353,str_asc
15.456,0.81186867,-2.0854545,0.97921085,-1.7703247,0.5863563,-0.06579865,str_asc
15.456,0.29486847,-2.1814544,1.3242106,-1.7703247,0.5863563,-0.06579865,str_asc
15.457,-0.26013184,-2.1434546,1.5542107,-1.7703247,0.5863563,-0.06579865,str_asc
15.481,-0.5871048,-1.6170272,1.3748875,-1.7961968,0.11852957,0.3444266,str_asc
15.481,-0.79810524,-1.3680272,1.1838875,-1.7961968,0.11852957,0.3444266,str_asc
15.482,-0.68310547,-1.0800272,0.95388746,-1.7961968,0.11852957,0.3444266,str_asc
15.505,-0.16416359,-0.48221034,0.5154295,-2.4050999,0.5347115,0.23042929,str_asc
15.505,0.33383656,-0.23321033,0.1524291,-2.4050999,0.5347115,0.23042929,str_asc
15.506,0.88883686,-0.17621034,-0.2305708,-2.4050999,0.5347115,0.23042929,str_asc
15.528,1.4345388,0.047342658,-0.47453308,-2.4166532,0.38623604,-0.031123752,str_asc
15.53,1.8175383,-0.028657317,-0.57053304,-2.4166532,0.38623604,-0.031123752,str_asc
15.53,2.123539,-0.18265736,-0.60853314,-2.4166532,0.38623604,-0.031123752,str_asc
15.554,2.2111225,-0.33323675,-0.61816716,-0.7786616,0.18320829,-0.015253779,str_asc
15.554,2.0581226,-0.5822367,-0.5991671,-0.7786616,0.18320829,-0.015253779,str_asc
15.555,1.6561222,-0.8702367,-0.52216697,-0.7786616,0.18320829,-0.015253779,str_asc
15.576,0.99831486,-0.91889995,-0.38959742,0.12577522,-0.26593196,0.23329216,str_asc
15.576,0.34731483,-1.0139,-0.40859747,0.12577522,-0.26593196,0.23329216,str_asc
15.577,-0.28468513,-1.0139,-0.48559737,0.12577522,-0.26593196,0.23329216,str_asc
15.602,-0.9243851,-0.81772727,-0.4780984,0.030096138,-0.21861514,0.5104506,str_asc
15.603,-1.5183849,-0.7217273,-0.49709845,0.030096138,-0.21861514,0.5104506,str_asc
15.605,-1.978385,-0.6067273,-0.49709845,0.030096138,-0.21861514,0.5104506,str_asc
15.622,-2.4945226,-0.29977798,-0.40576863,-0.46755227,0.061278645,0.50591075,str_asc
15.622,-2.877523,-0.14677799,-0.3487687,-0.46755227,0.061278645,0.50591075,str_asc
15.623,-3.1835227,-0.050777912,-0.32976866,-0.46755227,0.061278645,0.50591075,str_asc
15.653,-3.3514614,0.21875334,-0.5150223,-0.9656931,0.36008835,0.29982024,str_asc
15.656,-3.3894615,0.23775327,-0.53402233,-0.9656931,0.36008835,0.29982024,str_asc
15.657,-3.3514614,0.12275326,-0.76402235,-0.9656931,0.36008835,0.29982024,str_asc
15.67,-3.2713618,0.14038062,-0.8855512,-1.6044092,0.087754756,-0.17842288,str_asc
15.671,-3.099362,-0.03161943,-1.0385513,-1.6044092,0.087754756,-0.17842288,str_asc
15.671,-2.8313622,-0.26161945,-1.2305512,-1.6044092,0.087754756,-0.17842288,str_asc
15.699,-2.3811898,-0.31574094,-1.3491039,-1.5021039,0.1909129,-0.21783215,str_asc
15.701,-1.8831897,-0.43074083,-1.5401039,-1.5021039,0.1909129,-0.21783215,str_asc
15.703,-1.4241896,-0.5067409,-1.6361039,-1.5021039,0.1909129,-0.21783215,str_asc
15.72,-0.92261887,-0.33149576,-1.659771,-0.9887024,0.32128513,0.09665553,str_asc
15.72,-0.42461872,-0.13949573,-1.602771,-0.9887024,0.32128513,0.09665553,str_asc
15.722,-0.09961891,0.108504176,-1.602771,-0.9887024,0.32128513,0.09665553,str_asc
15.743,0.11629772,0.37160206,-1.4134312,0.7175273,-0.5816651,0.9065295,str_asc
15.743,0.270298,0.48660207,-1.3564312,0.7175273,-0.5816651,0.9065295,str_asc
15.744,0.3082981,0.4286021,-1.2794313,0.7175273,-0.5816651,0.9065295,str_asc
15.767,0.4298296,0.3767234,-1.1249444,1.6031994,-0.28689882,0.9570228,str_asc
15.768,0.5638294,0.18572342,-1.1819446,1.6031994,-0.28689882,0.9570228,str_asc
15.768,0.7558298,-0.006276488,-1.3159444,1.6031994,-0.28689882,0.9570228,str_asc
15.793,1.3379221,-0.068682194,-1.5304971,1.841138,-0.03796491,0.7306196,str_asc
15.793,1.0129223,-0.10668218,-1.4534969,1.841138,-0.03796491,0.7306196,str_asc
15.794,1.6829224,-0.04968226,-1.6834971,1.841138,-0.03796491,0.7306196,str_asc
15.812,2.0457325,-0.08681083,-1.8629413,1.8456361,-0.009859112,0.77481586,str_asc
15.813,2.3717327,-0.12581074,-1.9209412,1.8456361,-0.009859112,0.77481586,str_asc
15.814,2.735733,-0.04881084,-1.8819413,1.8456361,-0.009859112,0.77481586,str_asc
15.841,3.1424541,0.14865649,-1.8301172,1.9706218,-0.002560305,0.7901316,str_asc
15.842,3.3724546,0.3786565,-1.6391172,1.9706218,-0.002560305,0.7901316,str_asc
15.843,3.467455,0.5886564,-1.3901172,1.9706218,-0.002560305,0.7901316,str_asc
15.861,3.3521452,0.7599059,-0.8250017,2.0397725,-0.83869123,0.5286292,str_asc
15.862,3.2751446,0.9519059,-0.21300173,2.0397725,-0.83869123,0.5286292,str_asc
15.862,3.1031446,0.9899059,0.53399825,2.0397725,-0.83869123,0.5286292,str_asc
15.885,2.878296,0.6786366,1.5612085,1.4226507,-0.86336577,0.03558673,str_asc
15.886,2.916296,0.37263668,2.2312086,1.4226507,-0.86336577,0.03558673,str_asc
15.887,2.8402958,-0.08736336,2.7292082,1.4226507,-0.86336577,0.03558673,str_asc
15.911,2.6665258,-1.2358521,3.325801,0.20629673,-0.0743024,-0.47557533,str_asc
15.911,2.8005257,-2.2698522,3.3638005,0.20629673,-0.0743024,-0.47557533,str_asc
15.911,3.4715252,-3.0358524,2.9808006,0.20629673,-0.0743024,-0.47557533,str_asc
15.934,4.5240955,-3.1066098,2.0723438,-1.6333351,1.4690527,-0.3870466,str_asc
15.934,5.1370955,-2.72361,1.306344,-1.6333351,1.4690527,-0.3870466,str_asc
15.937,5.1370955,-1.99561,1.076344,-1.6333351,1.4690527,-0.3870466,str_asc
15.956,4.5301743,-1.0261754,1.1142955,-1.5602705,0.9155286,0.4719661,str_asc
15.958,3.4191742,-0.26017547,1.3632956,-1.5602705,0.9155286,0.4719661,str_asc
15.959,2.251175,0.39082456,1.4392953,-1.5602705,0.9155286,0.4719661,str_asc
15.98,1.2647743,1.2286458,1.354034,-0.10501753,0.42989138,0.5590624,str_asc
15.981,0.40277386,2.0316458,1.392034,-0.10501753,0.42989138,0.5590624,str_asc
15.982,-0.1902256,2.7976456,1.354034,-0.10501753,0.42989138,0.5590624,str_asc
16.004,-0.6850662,3.2213573,0.91000605,-0.3262524,0.39546004,-0.26185736,str_asc
16.005,-0.9720659,3.5273576,0.58500576,-0.3262524,0.39546004,-0.26185736,str_asc
16.006,-1.1260662,3.6423576,0.16300583,-0.3262524,0.39546004,-0.26185736,str_asc
16.028,-1.0515046,3.3478498,-0.31817436,-0.89533156,0.5325114,-1.224638,str_asc
16.028,-0.76450443,3.0228498,-0.70117426,-0.89533156,0.5325114,-1.224638,str_asc
16.029,-0.3425045,2.6398497,-0.8731742,-0.89533156,0.5325114,-1.224638,str_asc
16.055,0.004580498,1.7174401,-0.89414835,-0.55137867,0.07045321,-1.9116942,str_asc
16.056,0.57858086,1.1624401,-0.7981484,-0.55137867,0.07045321,-1.9116942,str_asc
16.057,1.1725807,0.58844006,-0.70214844,-0.55137867,0.07045321,-1.9116942,str_asc
16.074,1.7494669,-0.26707917,-0.62920475,0.28182313,-0.022943087,-1.3916909,str_asc
16.075,2.247467,-0.7070792,-0.61020494,0.28182313,-0.022943087,-1.3916909,str_asc
16.076,2.591467,-0.99507916,-0.66720486,0.28182313,-0.022943087,-1.3916909,str_asc
16.101,2.8094997,-1.0967661,-0.6342006,1.088197,-0.25138178,-0.001614363,str_asc
16.102,2.8864994,-0.9817661,-0.7112005,1.088197,-0.25138178,-0.001614363,str_asc
16.102,2.7524996,-0.7137661,-0.7112005,1.088197,-0.25138178,-0.001614363,str_asc
16.122,2.420621,-0.28706253,-0.67639375,1.4610091,-0.06527811,0.8110874,str_asc
16.122,1.7696209,0.114937454,-0.65639377,1.4610091,-0.06527811,0.8110874,str_asc
16.123,1.0226212,0.45893747,-0.59939384,1.4610091,-0.06527811,0.8110874,str_asc
16.148,0.26864815,0.8390243,-0.7565303,1.5890687,-0.016952077,0.93271995,str_asc
16.149,-0.3243513,1.1270243,-0.96753025,1.5890687,-0.016952077,0.93271995,str_asc
16.15,-0.78435135,1.3760242,-1.1785302,1.5890687,-0.016952077,0.93271995,str_asc
16.177,-1.3222256,1.4398792,-1.3349555,0.8527294,-0.19031456,0.019326923,str_asc
16.177,-1.7052255,1.5348792,-1.6029553,0.8527294,-0.19031456,0.019326923,str_asc
16.178,-2.0692253,1.5348792,-1.8329554,0.8527294,-0.19031456,0.019326923,str_asc
16.195,-2.487061,1.2397633,-2.0621805,0.42826864,-0.102064595,-0.54962087,str_asc
16.196,-2.8310614,1.1057633,-2.1961803,0.42826864,-0.102064595,-0.54962087,str_asc
16.197,-3.138061,0.87676334,-2.3111806,0.42826864,-0.102064595,-0.54962087,str_asc
16.224,-3.3838806,0.4172626,-2.2857132,0.32769623,-0.12302053,-0.74569035,str_asc
16.225,-3.6318808,0.13026263,-2.323713,0.32769623,-0.12302053,-0.74569035,str_asc
16.226,-3.7858806,-0.07873736,-2.304713,0.32769623,-0.12302053,-0.74569035,str_asc
16.242,-3.8625407,-0.37736282,-2.2430491,0.37373284,-0.19843088,-0.42580333,str_asc
16.243,-3.8055406,-0.58736277,-2.3190494,0.37373284,-0.19843088,-0.42580333,str_asc
16.244,-3.6715407,-0.6643628,-2.3390493,0.37373284,-0.19843088,-0.42580333,str_asc
16.267,-3.5134907,-0.8134472,-2.284814,0.28754553,-0.15338206,-0.040964745,str_asc
16.272,-3.3414907,-0.85144717,-2.1708136,0.28754553,-0.15338206,-0.040964745,str_asc
16.274,-3.1694903,-0.9284472,-2.1508136,0.28754553,-0.15338206,-0.040964745,str_asc
16.292,-2.958046,-0.84172976,-2.1284633,0.49540374,-0.18403071,0.5202741,str_asc
16.294,-2.6900463,-0.70772976,-2.1854634,0.49540374,-0.18403071,0.5202741,str_asc
16.294,-2.4030461,-0.61172974,-2.2624636,0.49540374,-0.18403071,0.5202741,str_asc
16.313,-2.0644217,-0.2614192,-2.3154542,0.69996977,-0.23420174,0.77272254,str_asc
16.316,-1.5664215,0.06458078,-2.5264544,0.69996977,-0.23420174,0.77272254,str_asc
16.316,-1.0304217,0.3885808,-2.7374544,0.69996977,-0.23420174,0.77272254,str_asc
16.341,-0.387228,0.73372144,-2.749133,1.0557339,-0.25282612,0.79422873,str_asc
16.342,0.24477196,0.9827214,-2.883133,1.0557339,-0.25282612,0.79422873,str_asc
16.343,0.9717722,1.1357214,-2.9981332,1.0557339,-0.25282612,0.79422873,str_asc
16.362,1.60003,0.9765215,-2.921806,2.1972215,-0.4548885,0.30149245,str_asc
16.363,2.1740303,0.86152154,-3.0168061,2.1972215,-0.4548885,0.30149245,str_asc
16.363,2.5960302,0.6695215,-3.093806,2.1972215,-0.4548885,0.30149245,str_asc
16.39,2.6916637,0.22460333,-2.8655283,2.6028755,-1.0113351,-0.10916835,str_asc
16.391,2.7686634,-0.06339666,-2.8655283,2.6028755,-1.0113351,-0.10916835,str_asc
16.392,2.8066635,-0.33039665,-2.9805284,2.6028755,-1.0113351,-0.10916835,str_asc
16.414,2.667323,-0.6034646,-2.8465273,2.6256845,-0.93862194,-0.11443991,str_asc
16.414,2.5523233,-0.4694646,-2.9615273,2.6256845,-0.93862194,-0.11443991,str_asc
16.416,2.4183235,-0.3364646,-2.6365275,2.6256845,-0.93862194,-0.11443991,str_asc
16.433,2.3400946,-0.27932298,-2.0196195,2.4354212,-0.12411343,0.32237566,str_asc
16.434,2.723094,-0.24132296,-1.8666196,2.4354212,-0.12411343,0.32237566,str_asc
16.438,3.4130945,-0.31732297,-1.5226195,2.4354212,-0.12411343,0.32237566,str_asc
16.465,3.763504,-0.4175835,-0.30332303,1.8184643,-0.7100422,0.260126,str_asc
16.467,3.916504,-0.32158348,1.2856772,1.8184643,-0.7100422,0.260126,str_asc
16.468,3.8395042,-0.3025835,2.530677,1.8184643,-0.7100422,0.260126,str_asc
16.48,3.9011393,-0.21730363,3.5924804,-0.19883564,0.00113966,-0.11180899,str_asc
16.481,4.05414,-0.045303643,4.12848,-0.19883564,0.00113966,-0.11180899,str_asc
16.481,4.15014,-0.06430364,4.300481,-0.19883564,0.00113966,-0.11180899,str_asc
16.505,4.170555,-0.33149445,3.6111128,-2.4141111,1.2904159,-0.5108628,str_asc
16.506,4.0935555,-1.0394945,2.845113,-2.4141111,1.2904159,-0.5108628,str_asc
16.508,3.9025555,-1.6524944,2.2321131,-2.4141111,1.2904159,-0.5108628,str_asc
16.528,3.7406044,-2.140998,1.5248885,-3.758495,1.9545524,-0.8591658,str_asc
16.53,3.2236052,-2.715998,1.5248885,-3.758495,1.9545524,-0.8591658,str_asc
16.53,2.7646046,-3.3859978,1.6208882,-3.758495,1.9545524,-0.8591658,str_asc
16.551,2.3972864,-3.6688716,1.2418118,-2.6594286,1.4701886,-0.003323587,str_asc
16.551,1.8992863,-4.0908713,1.1838117,-2.6594286,1.4701886,-0.003323587,str_asc
16.552,1.4972868,-4.3588715,1.0308118,-2.6594286,1.4701886,-0.003323587,str_asc
16.576,1.22367,-3.7753868,0.84001493,-1.7850457,0.51485336,0.8475509,str_asc
16.577,0.91767025,-3.2393866,0.668015,-1.7850457,0.51485336,0.8475509,str_asc
16.578,0.6116705,-2.4733865,0.6300149,-1.7850457,0.51485336,0.8475509,str_asc
16.601,0.3378954,-1.278527,0.6327152,-1.5187931,0.0681182,1.2683523,str_asc
16.602,-0.08310509,-0.4925272,0.45971537,-1.5187931,0.0681182,1.2683523,str_asc
16.603,-0.4661045,0.10047281,0.13471508,-1.5187931,0.0681182,1.2683523,str_asc
16.624,-0.81472874,0.8137152,-0.2515731,-1.815077,0.017689645,0.7066484,str_asc
16.625,-1.0827289,1.1007152,-0.558573,-1.815077,0.017689645,0.7066484,str_asc
16.626,-1.2937288,1.3107152,-0.7875731,-1.815077,0.017689645,0.7066484,str_asc
16.649,-1.4354315,1.5679344,-0.8650329,-2.1106887,0.004593813,-0.20566002,str_asc
16.649,-1.4734316,1.5489345,-0.97903275,-2.1106887,0.004593813,-0.20566002,str_asc
16.65,-1.3774314,1.3379344,-1.1130328,-2.1106887,0.004593813,-0.20566002,str_asc
16.671,-1.1953626,0.90834534,-1.151315,-1.3747225,0.052838046,-0.97852755,str_asc
16.672,-0.8313627,0.5053453,-1.2093148,-1.3747225,0.052838046,-0.97852755,str_asc
16.673,-0.6013632,0.0273453,-1.477315,-1.3747225,0.052838046,-0.97852755,str_asc
16.695,-0.6024761,-0.51500434,-1.5531385,-0.7161548,0.068801016,-0.846299,str_asc
16.695,-0.946476,-0.8400044,-1.4961386,-0.7161548,0.068801016,-0.846299,str_asc
16.696,-1.4254756,-1.0130043,-1.4771385,-0.7161548,0.068801016,-0.846299,str_asc
16.72,-1.9827218,-1.1281601,-1.3983812,-0.12242433,-0.16344222,-0.27049485,str_asc
16.721,-2.5767217,-1.09016,-1.3603811,-0.12242433,-0.16344222,-0.27049485,str_asc
